address,in_degree,out_degree,total_in,total_out,balance,label
0xfdd3bfe92735e109726d397007464624a39334d7,0,1,0.0,2.5252484490329565,-2.5252484490329565,0
0xd0cc2b24980cbcca47ef755da88b220a82291407,17,12,10.761345654874685,6.827023662322361,3.934321992552322,1
0xd8711dba2db856eebd7f01db3d877e4c53d6dee2,1,1,0.0953101798043248,0.0927139616355212,0.0025962181688035,0
0x7e8def9b77417f60a5a6a420573f4580e14e17b1,1,3,2.8313946323787773,0.2778968239518856,2.553497808426892,0
0x984a01719fceeedd10c43afca9d4220508e54f1a,4,4,7.786081762526672,3.7938050869514384,3.992276675575234,0
0x86849f631edd436794ec35982f4b5459056190d3,1,1,0.0953101798043248,0.094202675839059,0.0011075039652657,0
0x0e16368ec4ecf1f6bbce431d6bd03815c99d1c9d,1,1,0.0953101798043248,0.0893691540807443,0.0059410257235804,0
0x3fd6e50cf529ff779f2f387470bdd8df99c96690,1,1,0.4112748654043249,0.4101599248557753,0.0011149405485496,0
0x68d86d5fc6e2288a8ea7c7c46642960c95866428,1,1,1.2728988231782998,1.2727812083998205,0.0001176147784793,0
0x48eaf48a1e3bc80221e0eedfbc2a6a9014fdca25,1,1,0.0198026272961797,0.0069756137364252,0.0128270135597544,0
0x7b26e1cd35435bf375c384449dd85c5b3169f209,3,2,0.0257936452557764,0.0110786867229476,0.0147149585328287,0
0x9fc485fbf6d32afd59a73449e19aa9f2cd5cce36,3,15,0.0834814039593623,3.730054487225478,-3.646573083266116,0
0x7097548ae38481dfea71dbc15c5ef7073c79a391,1,2,1.0969442315674127,1.3807287623684532,-0.2837845308010405,0
0x158210172308b3c8bc1881e271836376f9bade24,3,6,3.989380253164073,6.489937087018341,-2.5005568338542687,0
0x9aadc1b96bf986dd58cc836dc19164c28c946c82,5,8,6.474919184220049,6.262108866174396,0.2128103180456531,0
0x7b5e976ba9bf3f7b4ad5fae319883aa49d34cd03,1,1,0.0198026272961797,0.0186052195130615,0.0011974077831181,0
0x7c522355c13d05a86dcc4389f37f9014b7dd5f97,2,2,6.453343238065193,3.5468487825866832,2.906494455478509,0
0x66c9ab2cbdd70dcc98d025cca5d3cecff8509eaf,1,3,1.880793629289666,2.444372974810782,-0.5635793455211158,0
0x3a72106098112c40fdd21eac01b47472bc512752,3,4,0.537252273670679,1.6339770163031728,-1.0967247426324938,0
0xe92c9cb9b9f02a816817669238f8c73ea8f19637,1,1,3.956389020322753,0.2369385216643653,3.719450498658388,0
0x1bcef86d4e9a5293617d760c50a55a4f66e4f2d1,1,6,1.86849146561692,6.987754489033314,-5.119263023416394,0
0xcaaeeede9516034796a889625013bb643c9f962e,3,6,2.4233903821313474,5.991103220372849,-3.5677128382415013,0
0x6e611765f7e2db91e7876cbe683efbe6393831a8,1,1,0.009950330853168,0.0045452785530636,0.0054050523001044,0
0x36212ebb7513604f7dcf560908934eb49f9cc950,9,6,2.9561219865919544,0.9298593049887228,2.026262681603232,0
0x2b065809f6ec6df32878bcd26711a0e2bcf59c26,3,6,1.565165131683121,5.236418799298339,-3.6712536676152174,1
0x5b67a30108e1a5f3d5a809d57e76cd16fdfde7a7,3,2,0.9639082661591584,0.7129498078561249,0.2509584583030333,0
0x49c47caac5a13bd9abcb3aa04ab5dad78c55f1c8,2,1,5.908082938168931,0.6929371585068579,5.215145779662073,0
0x4f1bfdeae229bd7f259d45e5a0637aa2e4bcbee6,3,5,0.7312088054896803,1.29187150460089,-0.5606626991112097,0
0x4cdc1cba0aeb5539f2e0ba158281e67e0e54a9b1,2,0,0.0134853423311511,0.0,0.0134853423311511,1
0x17ca02ca4662f15b281cb565eb818efa8607598e,2,4,0.154935508080244,0.2007374370565008,-0.0458019289762567,0
0x81aa713372fa1cd34cbb4ff0c9e9ac4688a25b70,8,4,1.620930838277766,1.5596503563556343,0.0612804819221315,0
0x00e01a648ff41346cdeb873182383333d2184dd1,21,10,35.52490891475513,26.76408047080352,8.760828443951613,1
0x7262640299c804fa75b7c814b840a89899ea6c7b,2,3,2.041657757398732,2.8675326631709224,-0.8258749057721904,0
0xc32fdc40bc6fa7030b402f5fb158331d4854b043,3,5,1.363713426422666,1.3538625986393915,0.0098508277832742,0
0xa3b95e2e1550df8d5f63bbe540abd5b442d81246,4,5,3.383828702522236,4.004914292306268,-0.6210855897840326,0
0x379805e181aa49041ea0c859fc10141cc2921a73,1,1,2.136530508663963,2.406090418850957,-0.2695599101869939,0
0x5b58a1db52be6210259196a78be144e53e7cc6d4,1,1,0.6931728652300914,0.6925630124669848,0.0006098527631065,0
0x56b2321324fd4b2a416ef84730228a9d559b30b8,1,1,1.099060188346071,1.098913243376698,0.0001469449693731,0
0xcdd82f10463391ffd769ea9ce4b4a26502b3cec5,3,8,2.712506921819151,17.335946625296657,-14.623439703477503,0
0x68ada143dc21d3a079ee73bb3a10e9ce41449784,2,1,3.856245989959148,2.5498012793864264,1.306444710572721,0
0xd38a48f145e3d695fadda4bc9e1b394b4c692045,2,2,3.5727687436324667,3.917746549866231,-0.3449778062337643,0
0x7916383f4cf051a09f35aad03b66f1629aea2b04,5,7,2.7441556943264307,9.982526061740344,-7.238370367413914,0
0xe012765066411e69f32456cb4bb256f546526124,1,1,1.3403283567543152,1.3402129140616437,0.0001154426926714,0
0x24a0393e5784a9b8f1931f3820d29a6cd8e95ced,2,1,2.0778169151475985,2.072803737621796,0.0050131775258024,0
0x0cc27298171aa2c1a54c746b5e57c1e043d1e140,2,4,1.1662709371419246,3.349623979765733,-2.183353042623809,0
0x59b78692a3a9d215d2834bf68d001e7c13e0ac91,4,1,3.570507458270149,2.372990433143974,1.1975170251261753,0
0x2d92f62d5f95f0caa26364c3c50ed0a9e3340531,2,4,1.993441823699713,2.8436443828973763,-0.8502025591976632,0
0x7fc08518679b825e62e306ccc27d373eecd2a107,1,1,3.274834013637226,3.4480299366788,-0.173195923041574,0
0x5326b57f1184ee8a1a2fcab2f2562fccb8027f7a,2,12,2.2082744135228043,9.126641139059844,-6.918366725537039,0
0x2cc84a4d87675570efaeee019912185d0c5c5a39,1,3,0.6982342196085024,0.8604323799865778,-0.1621981603780754,0
0xbe2c434c49959ec0b6bb4885e63ff9977c009298,4,5,5.615451400468361,7.888807530326225,-2.273356129857864,0
0x65fb45389bc3e18181b2bbd40ae0924552b40baa,1,1,3.258096538021482,3.2580844225634733,1.2115458008832292e-05,0
0xab87da64fb1b4f1f533a30e09fe76d51dbc8d8ce,1,1,3.258096538021482,3.2580844225634733,1.2115458008832292e-05,0
0x75a79bfa1741baea78e7f032f866fb2b71efd339,1,1,3.258096538021482,3.2580844225634733,1.2115458008832292e-05,0
0x7154f85ef72d1d78ba320556cab9d2ad0ab61e26,1,1,3.258096538021482,3.2580844225634733,1.2115458008832292e-05,0
0xeed16856d551569d134530ee3967ec79995e2051,1,102,0.6931471805599453,94.4222179628232,-93.72907078226324,0
0x951a1ec650bce63988018565b441c17e052b3991,1,1,3.258096538021482,3.2580844225634733,1.2115458008832292e-05,0
0xfaeef35b367d5a1ab7b316c53c35e0915312783a,1,1,3.2386784521643803,3.2386660991469043,1.2353017476041115e-05,0
0x722baec3cd7459ffc6e12357625c7e3f39db1ccc,1,1,3.246490991901174,3.246478735016719,1.2256884455386086e-05,0
0xe7d525831d11b54156ccda5df8caa44d55a1c888,1,1,3.246490991901174,3.246478735016719,1.2256884455386086e-05,0
0xb181129b856a49db3c883a7280262863e720803e,1,1,0.6931471805599453,0.6929896681555153,0.0001575124044299,0
0x9662e657e7601baec964a60df7634c2f7783c206,1,3,0.048790164169432,3.785007299538597,-3.736217135369165,0
0xdd39aa61d75ef898bf0714ecd0a04204fb4c1ad9,2,10,7.1561705922205325,25.71390052266134,-18.557729930440807,0
0x379ce20c018fb6301c1872c429ec7270ffa4dc5b,1,1,0.0861776962410523,0.0769610411361283,0.009216655104924,1
